finding_id,page_id,website_id,rule_id,wcag_sc,wcag_level,impact_label,affected_node_count,selector,finding_signature,validation_status
F000353,P009,W02,button-name,4.1.2,A,critical,2,.disabled\:opacity-50,6f4ae0f177126ed8,auto-detected
F000354,P009,W02,color-contrast,1.4.3,AA,serious,3,".hover\:shadow-lg.rounded-xl.overflow-hidden:nth-child(1) > .p-6.flex-grow.flex-col > .text-xs.text-gray-400.mb-3 > .gap-1[data-asw-org-font-size=""12""]",f8b30572702892e3,auto-detected
F000355,P009,W02,color-contrast,1.4.3,AA,serious,3,".hover\:shadow-lg.rounded-xl.overflow-hidden:nth-child(2) > .p-6.flex-grow.flex-col > .text-xs.text-gray-400.mb-3 > .gap-1[data-asw-org-font-size=""12""]",5a0c0dff945c367d,auto-detected
F000356,P009,W02,color-contrast,1.4.3,AA,serious,3,".hover\:shadow-lg.rounded-xl.overflow-hidden:nth-child(3) > .p-6.flex-grow.flex-col > .text-xs.text-gray-400.mb-3 > .gap-1[data-asw-org-font-size=""12""]",df018f18bd8baa9d,auto-detected
F000357,P009,W02,frame-title,4.1.2,A,serious,1,iframe,10348501d3dd04aa,auto-detected
F000358,P009,W02,heading-order,,,moderate,1,h4,807129efb3280364,auto-detected
F000359,P009,W02,landmark-unique,,,moderate,1,.shadow-md,041f7113c1891efd,auto-detected
F000360,P009,W02,link-name,2.4.4;4.1.2,A,serious,5,.hover\:border-primary,01b7cd6e5d67f5ad,auto-detected
F000361,P009,W02,link-name,2.4.4;4.1.2,A,serious,5,"a[target=""_blank""][data-asw-org-font-size=""14""]:nth-child(1)",dffed29f80b1e0a1,auto-detected
F000362,P009,W02,link-name,2.4.4;4.1.2,A,serious,5,"a[target=""_blank""][data-asw-org-font-size=""14""]:nth-child(2)",9bead8aab4d9f49c,auto-detected
F000363,P009,W02,link-name,2.4.4;4.1.2,A,serious,5,"a[href=""#""][target=""_blank""][data-asw-org-font-size=""14""]:nth-child(3)",93682ad5f15a5e07,auto-detected
F000364,P009,W02,link-name,2.4.4;4.1.2,A,serious,5,"a[href=""#""][target=""_blank""][data-asw-org-font-size=""14""]:nth-child(4)",b9ba4c8a781079be,auto-detected
F000365,P010,W02,frame-title,4.1.2,A,serious,1,iframe,584b8cafb766d900,auto-detected
F000366,P010,W02,heading-order,,,moderate,1,h4,dc6424127ccd96f9,auto-detected
F000367,P010,W02,landmark-main-is-top-level,,,moderate,1,.py-12,ce4a2520d795aea6,auto-detected
F000368,P010,W02,landmark-no-duplicate-main,,,moderate,1,body > main,1cc3c234a7f64a7b,auto-detected
F000369,P010,W02,landmark-unique,,,moderate,1,body > main,0bea305dd36c2754,auto-detected
F000370,P010,W02,link-name,2.4.4;4.1.2,A,serious,4,"a[target=""_blank""][data-asw-org-font-size=""14""]:nth-child(1)",b340eceebabf25c9,auto-detected
F000371,P010,W02,link-name,2.4.4;4.1.2,A,serious,4,"a[target=""_blank""][data-asw-org-font-size=""14""]:nth-child(2)",c53842712a46952d,auto-detected
F000372,P010,W02,link-name,2.4.4;4.1.2,A,serious,4,"a[href=""#""][target=""_blank""][data-asw-org-font-size=""14""]:nth-child(3)",1006a6897734eca5,auto-detected
F000373,P010,W02,link-name,2.4.4;4.1.2,A,serious,4,"a[href=""#""][target=""_blank""][data-asw-org-font-size=""14""]:nth-child(4)",aeebe613a88f7ed3,auto-detected
F000374,P011,W03,button-name,4.1.2,A,critical,6,.sm\:left-4,42accc874ecfce38,auto-detected
F000375,P011,W03,button-name,4.1.2,A,critical,6,.sm\:right-4,93ea19847bb2925a,auto-detected
F000376,P011,W03,button-name,4.1.2,A,critical,6,"button[onclick=""showslide(0)""]",f18845304646a2fe,auto-detected
F000377,P011,W03,button-name,4.1.2,A,critical,6,"button[onclick=""showslide(1)""]",07a4ca1fc72a8e08,auto-detected
F000378,P011,W03,button-name,4.1.2,A,critical,6,"button[onclick=""showslide(2)""]",e15048dc4beb2313,auto-detected
F000379,P011,W03,button-name,4.1.2,A,critical,6,"button[onclick=""showslide(3)""]",f9250fe14a6330b5,auto-detected
F000380,P011,W03,color-contrast,1.4.3,AA,serious,5,.mt-6,e2a2c45c533b12bb,auto-detected
F000381,P011,W03,color-contrast,1.4.3,AA,serious,5,.h-full:nth-child(1) > .shadow-md.hover\:shadow-xl.rounded-2xl > .flex-grow.p-6.flex-col > .mt-auto.inline-flex.text-\[\#ff8000\],d498fe2a2b8cc70b,auto-detected
F000382,P011,W03,color-contrast,1.4.3,AA,serious,5,.h-full:nth-child(2) > .shadow-md.hover\:shadow-xl.rounded-2xl > .flex-grow.p-6.flex-col > .mt-auto.inline-flex.text-\[\#ff8000\],993642856c416d45,auto-detected
F000383,P011,W03,color-contrast,1.4.3,AA,serious,5,.h-full:nth-child(3) > .shadow-md.hover\:shadow-xl.rounded-2xl > .flex-grow.p-6.flex-col > .mt-auto.inline-flex.text-\[\#ff8000\],52128bf5b2cf1dd8,auto-detected
F000384,P011,W03,color-contrast,1.4.3,AA,serious,5,.col-span-3 > .text-gray-500,fc7ec2f4e411676d,auto-detected
F000385,P011,W03,frame-title,4.1.2,A,serious,1,iframe,87d3d2fb7bc653dd,auto-detected
F000386,P011,W03,region,,,moderate,29,.carousel-slide.duration-700.transition-opacity:nth-child(2),ca02f647838ef43e,auto-detected
F000387,P011,W03,region,,,moderate,29,.py-10,26d79963d5ff2bb1,auto-detected
F000388,P011,W03,region,,,moderate,29,.py-20:nth-child(4),44c5c37bb362cf4b,auto-detected
F000389,P011,W03,region,,,moderate,29,.bg-gray-50,7cf28ca7eae28490,auto-detected
F000390,P011,W03,region,,,moderate,29,.py-20:nth-child(6) > .max-w-6xl.px-6.container > .sm\:flex-row.sm\:justify-between.sm\:items-center,d582e98c9f45722a,auto-detected
F000391,P011,W03,region,,,moderate,29,.h-full:nth-child(1) > .shadow-md.hover\:shadow-xl.rounded-2xl > .h-56.overflow-hidden.block > .group-hover\:scale-105.duration-500.object-cover,00a727289484d5b4,auto-detected
F000392,P011,W03,region,,,moderate,29,.h-full:nth-child(1) > .shadow-md.hover\:shadow-xl.rounded-2xl > .p-5.flex-grow.flex-col > .mb-4.line-clamp-2,572f4cb5e5e6cd7a,auto-detected
F000393,P011,W03,region,,,moderate,29,.h-full:nth-child(1) > .shadow-md.hover\:shadow-xl.rounded-2xl > .p-5.flex-grow.flex-col > .mt-auto.text-gray-500.justify-between > .items-center.flex:nth-child(1) > .line-clamp-1,3e73e7be2578ec3e,auto-detected
F000394,P011,W03,region,,,moderate,29,.h-full:nth-child(1) > .shadow-md.hover\:shadow-xl.rounded-2xl > .p-5.flex-grow.flex-col > .mt-auto.text-gray-500.justify-between > .items-center.flex:nth-child(2),5a3f9755fc764bbd,auto-detected
F000395,P011,W03,region,,,moderate,29,.h-full:nth-child(2) > .shadow-md.hover\:shadow-xl.rounded-2xl > .h-56.overflow-hidden.block > .group-hover\:scale-105.duration-500.object-cover,d0aa1d1e89bdb0fb,auto-detected
F000396,P011,W03,region,,,moderate,29,.h-full:nth-child(2) > .shadow-md.hover\:shadow-xl.rounded-2xl > .p-5.flex-grow.flex-col > .mb-4.line-clamp-2,76545b00894acbdf,auto-detected
F000397,P011,W03,region,,,moderate,29,.h-full:nth-child(2) > .shadow-md.hover\:shadow-xl.rounded-2xl > .p-5.flex-grow.flex-col > .mt-auto.text-gray-500.justify-between > .items-center.flex:nth-child(1) > .line-clamp-1,da3780390bbd73b5,auto-detected
F000398,P011,W03,region,,,moderate,29,.h-full:nth-child(2) > .shadow-md.hover\:shadow-xl.rounded-2xl > .p-5.flex-grow.flex-col > .mt-auto.text-gray-500.justify-between > .items-center.flex:nth-child(2),79c56c9e49fcc205,auto-detected
F000399,P011,W03,region,,,moderate,29,.h-full:nth-child(3) > .shadow-md.hover\:shadow-xl.rounded-2xl > .h-56.overflow-hidden.block > .group-hover\:scale-105.duration-500.object-cover,8fce1053825d6360,auto-detected
F000400,P011,W03,region,,,moderate,29,.h-full:nth-child(3) > .shadow-md.hover\:shadow-xl.rounded-2xl > .p-5.flex-grow.flex-col > .mb-4.line-clamp-2,9182abac03047b30,auto-detected
F000401,P011,W03,region,,,moderate,29,.h-full:nth-child(3) > .shadow-md.hover\:shadow-xl.rounded-2xl > .p-5.flex-grow.flex-col > .mt-auto.text-gray-500.justify-between > .items-center.flex:nth-child(1) > .line-clamp-1,d3299e3ee3e3ace0,auto-detected
F000402,P011,W03,region,,,moderate,29,.h-full:nth-child(3) > .shadow-md.hover\:shadow-xl.rounded-2xl > .p-5.flex-grow.flex-col > .mt-auto.text-gray-500.justify-between > .items-center.flex:nth-child(2),c38239238f8356bf,auto-detected
F000403,P011,W03,region,,,moderate,29,.py-18,1d4fc6d7bc81a77b,auto-detected
F000404,P011,W03,region,,,moderate,29,.z-0,4bdde2bce3064022,auto-detected
F000405,P011,W03,region,,,moderate,29,.mb-12,c1a425ead2e2e5b1,auto-detected
F000406,P011,W03,region,,,moderate,29,"div[x-data=""{ open: false }""]:nth-child(1) > .bg-white\/10.hover\:bg-white\/20[\@click\.prevent=""open = true""] > .gap-4.items-center.flex > div:nth-child(2)",3f995fe86d3be3f0,auto-detected
F000407,P011,W03,region,,,moderate,29,"div[x-data=""{ open: false }""]:nth-child(2) > .bg-white\/10.hover\:bg-white\/20[\@click\.prevent=""open = true""] > .gap-4.items-center.flex > div:nth-child(2)",e5e76cad77b61e5d,auto-detected
F000408,P011,W03,region,,,moderate,29,"div[x-data=""{ open: false }""]:nth-child(3) > .bg-white\/10.hover\:bg-white\/20[\@click\.prevent=""open = true""] > .gap-4.items-center.flex > div:nth-child(2)",1e440c1a0e37de68,auto-detected
F000409,P011,W03,region,,,moderate,29,"div[x-data=""{ open: false }""]:nth-child(4) > .bg-white\/10.hover\:bg-white\/20[\@click\.prevent=""open = true""] > .gap-4.items-center.flex > div:nth-child(2)",4ceeba6840721fe5,auto-detected
F000410,P011,W03,region,,,moderate,29,"div[x-data=""{ open: false }""]:nth-child(5) > .bg-white\/10.hover\:bg-white\/20[\@click\.prevent=""open = true""] > .gap-4.items-center.flex > div:nth-child(2)",db31baac445bc1f2,auto-detected
F000411,P011,W03,region,,,moderate,29,"div[x-data=""{ open: false }""]:nth-child(6) > .bg-white\/10.hover\:bg-white\/20[\@click\.prevent=""open = true""] > .gap-4.items-center.flex > div:nth-child(2)",44ef938bff8f3533,auto-detected
F000412,P011,W03,region,,,moderate,29,"div[x-data=""{ open: false }""]:nth-child(7) > .bg-white\/10.hover\:bg-white\/20[\@click\.prevent=""open = true""] > .gap-4.items-center.flex > div:nth-child(2)",505cfb3d87789c3d,auto-detected
F000413,P011,W03,region,,,moderate,29,"div[x-data=""{ open: false }""]:nth-child(8) > .bg-white\/10.hover\:bg-white\/20[\@click\.prevent=""open = true""] > .gap-4.items-center.flex > div:nth-child(2)",0b33ffe823b108fe,auto-detected
F000414,P011,W03,region,,,moderate,29,.after\:bg-\[\#ff6b00\],b90bb935778ab552,auto-detected
F000415,P012,W03,landmark-one-main,,,moderate,1,html,adb87c5a10e01b15,auto-detected
F000416,P012,W03,region,,,moderate,7,.heading,e92504c982484817,auto-detected
F000417,P012,W03,region,,,moderate,7,section:nth-child(4),52fc0423a73519dc,auto-detected
F000418,P012,W03,region,,,moderate,7,.bg-gray-50\/50 > .max-w-6xl.container.mx-auto > h2,1bc251adb66b4855,auto-detected
F000419,P012,W03,region,,,moderate,7,section:nth-child(6) > .max-w-6xl.container.mx-auto > h2,3b49758eb52b99c1,auto-detected
F000420,P012,W03,region,,,moderate,7,.flex-1.w-full,b50f03da581b5ba5,auto-detected
F000421,P012,W03,region,,,moderate,7,.hover\:bg-blue-50\/30 > .sm\:flex-row.gap-4.items-start > .flex-1,7c70c30df88f48f1,auto-detected
F000422,P012,W03,region,,,moderate,7,.hover\:bg-green-50\/30 > .sm\:flex-row.gap-4.items-start > .flex-1,8dcb42db4869e405,auto-detected
F000423,P013,W03,landmark-one-main,,,moderate,1,html,194436d293136b77,auto-detected
F000424,P013,W03,region,,,moderate,2,.heading,98e5b84578e63217,auto-detected
F000425,P013,W03,region,,,moderate,2,.p-6,3c28f2f71cfd2fc0,auto-detected
F000426,P014,W03,color-contrast,1.4.3,AA,serious,9,.h-full.group:nth-child(1) > .shadow-md.hover\:shadow-xl.hover\:-translate-y-2 > .p-6.flex-1.flex-col > .mt-auto > .inline-flex.font-medium.transition,3ed1b3657c9b4964,auto-detected
F000427,P014,W03,color-contrast,1.4.3,AA,serious,9,.h-full.group:nth-child(2) > .shadow-md.hover\:shadow-xl.hover\:-translate-y-2 > .p-6.flex-1.flex-col > .mt-auto > .inline-flex.font-medium.transition,1c11efda6e907ee6,auto-detected
F000428,P014,W03,color-contrast,1.4.3,AA,serious,9,.h-full.group:nth-child(3) > .shadow-md.hover\:shadow-xl.hover\:-translate-y-2 > .p-6.flex-1.flex-col > .mt-auto > .inline-flex.font-medium.transition,de6568a11939d819,auto-detected
F000429,P014,W03,color-contrast,1.4.3,AA,serious,9,.h-full.group:nth-child(4) > .shadow-md.hover\:shadow-xl.hover\:-translate-y-2 > .p-6.flex-1.flex-col > .mt-auto > .inline-flex.font-medium.transition,4c4c26ad40247961,auto-detected
F000430,P014,W03,color-contrast,1.4.3,AA,serious,9,.h-full.group:nth-child(5) > .shadow-md.hover\:shadow-xl.hover\:-translate-y-2 > .p-6.flex-1.flex-col > .mt-auto > .inline-flex.font-medium.transition,0b45397a322bdfd1,auto-detected
F000431,P014,W03,color-contrast,1.4.3,AA,serious,9,.h-full.group:nth-child(6) > .shadow-md.hover\:shadow-xl.hover\:-translate-y-2 > .p-6.flex-1.flex-col > .mt-auto > .inline-flex.font-medium.transition,1c29efea17451551,auto-detected
F000432,P014,W03,color-contrast,1.4.3,AA,serious,9,.h-full.group:nth-child(7) > .shadow-md.hover\:shadow-xl.hover\:-translate-y-2 > .p-6.flex-1.flex-col > .mt-auto > .inline-flex.font-medium.transition,61f20772536c755f,auto-detected
F000433,P014,W03,color-contrast,1.4.3,AA,serious,9,.h-full.group:nth-child(8) > .shadow-md.hover\:shadow-xl.hover\:-translate-y-2 > .p-6.flex-1.flex-col > .mt-auto > .inline-flex.font-medium.transition,79f2fdb949fa1218,auto-detected
F000434,P014,W03,color-contrast,1.4.3,AA,serious,9,.h-full.group:nth-child(9) > .shadow-md.hover\:shadow-xl.hover\:-translate-y-2 > .p-6.flex-1.flex-col > .mt-auto > .inline-flex.font-medium.transition,625002cabb5e6e67,auto-detected
F000435,P014,W03,heading-order,,,moderate,1,.h-full.group:nth-child(1) > .shadow-md.hover\:shadow-xl.hover\:-translate-y-2 > .p-6.flex-1.flex-col > .text-xl.line-clamp-2,f6dd3ad570431fdb,auto-detected
F000436,P014,W03,landmark-one-main,,,moderate,1,html,5de13e9b642d98e2,auto-detected
F000437,P014,W03,region,,,moderate,4,.heading,76377cd168c703f8,auto-detected
F000438,P014,W03,region,,,moderate,4,.md\:grid-cols-2,f0819f13c5dfc88e,auto-detected
F000439,P014,W03,region,,,moderate,4,.md\:flex.space-x-2.hidden,c7ef5e9534cd9767,auto-detected
F000440,P014,W03,region,,,moderate,4,.hover\:bg-gray-50.border.border-gray-200 > span,68ad6fb2833aa5b3,auto-detected
F000441,P015,W03,color-contrast,1.4.3,AA,serious,1,.md\:text-\[16px\],51a2071cd70f6341,auto-detected
F000442,P015,W03,landmark-one-main,,,moderate,1,html,792bb815069a0b56,auto-detected
F000443,P015,W03,link-name,2.4.4;4.1.2,A,serious,1,.w-10,c50649fb3f848902,auto-detected
F000444,P015,W03,region,,,moderate,1,.lg\:grid-cols-3,54bac94209e002d7,auto-detected
F000445,P016,W04,aria-dialog-name,,,serious,1,#surveymodal,80657d08b705e103,auto-detected
F000446,P016,W04,color-contrast,1.4.3,AA,serious,2,".active.nav-link[href$=""dinsos.riau.go.id""]",45e8a7c8319b74e5,auto-detected
F000447,P016,W04,color-contrast,1.4.3,AA,serious,2,.footer-copyright,32bf4632e7866b1e,auto-detected
F000448,P016,W04,frame-title,4.1.2,A,serious,1,.map-placeholder,da4153a2786b916b,auto-detected
F000449,P016,W04,heading-order,,,moderate,3,.carousel-item.active > .carousel-caption.d-none.d-md-block > h5,eea88d289a8abbb9,auto-detected
F000450,P016,W04,heading-order,,,moderate,3,.mb-1,cc45ce994db63afd,auto-detected
F000451,P016,W04,heading-order,,,moderate,3,"div[data-aos-delay=""300""] > .card-news.h-100.card > .p-3.card-body > h6",ecf016ced61c6066,auto-detected
F000452,P016,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons > a[href=""#""]:nth-child(1)",130ced3ee7835ff2,auto-detected
F000453,P016,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons > a[href=""#""]:nth-child(2)",da649eef7e0bfc64,auto-detected
F000454,P016,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons > a[href=""#""]:nth-child(3)",7257f5a00d666344,auto-detected
F000455,P016,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons > a[href=""#""]:nth-child(4)",69feb55c03357efd,auto-detected
F000456,P016,W04,link-name,2.4.4;4.1.2,A,serious,10,.btn-outline-secondary.btn-sm.rounded-pill:nth-child(2),ebf549b7c7cce2a6,auto-detected
F000457,P016,W04,link-name,2.4.4;4.1.2,A,serious,10,.mx-2,c03d07fa7249b0ac,auto-detected
F000458,P016,W04,link-name,2.4.4;4.1.2,A,serious,10,.btn-outline-secondary.btn-sm.rounded-pill:nth-child(4),670ff534f8282fe1,auto-detected
F000459,P016,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons-footer > a[href=""#""]:nth-child(1)",9a94b06509f26b3a,auto-detected
F000460,P016,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons-footer > a[href=""#""]:nth-child(2)",9574fc53991ad068,auto-detected
F000461,P016,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons-footer > a[href=""#""]:nth-child(3)",d54b85e383628222,auto-detected
F000462,P017,W04,color-contrast,1.4.3,AA,serious,2,.active.nav-link,1eb1e94aa1b081a9,auto-detected
F000463,P017,W04,color-contrast,1.4.3,AA,serious,2,.footer-copyright,a105dc4c55d140ff,auto-detected
F000464,P017,W04,frame-title,4.1.2,A,serious,1,iframe,cfdd136ef7db6525,auto-detected
F000465,P017,W04,heading-order,,,moderate,2,".col-md-5[data-aos=""fade-right""][data-aos-delay=""100""] > .card.h-100.border-0 > .card-body.p-4.text-center > h4",c053a154987322f1,auto-detected
F000466,P017,W04,heading-order,,,moderate,2,.col-md-6.mb-lg-0.col-lg-4:nth-child(1) > h5,ed0a39f0b3dc4d4f,auto-detected
F000467,P017,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons > a[href=""#""]:nth-child(1)",5c6272326015d71c,auto-detected
F000468,P017,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons > a[href=""#""]:nth-child(2)",26944fb3a03358dd,auto-detected
F000469,P017,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons > a[href=""#""]:nth-child(3)",5e48ac6d7846fdb2,auto-detected
F000470,P017,W04,link-name,2.4.4;4.1.2,A,serious,7,"a[href=""#""]:nth-child(4)",2739f564fcfebe3a,auto-detected
F000471,P017,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons-footer > a[href=""#""]:nth-child(1)",2f8ed3e63e3bdb6f,auto-detected
F000472,P017,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons-footer > a[href=""#""]:nth-child(2)",e7f55af9651d7b4c,auto-detected
F000473,P017,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons-footer > a[href=""#""]:nth-child(3)",5da93afe36755a2a,auto-detected
F000474,P018,W04,color-contrast,1.4.3,AA,serious,3,.article-category,381b8610c3cb81ae,auto-detected
F000475,P018,W04,color-contrast,1.4.3,AA,serious,3,.article-meta,7fe1729178952b82,auto-detected
F000476,P018,W04,color-contrast,1.4.3,AA,serious,3,.footer-copyright,0ef664c69d39581a,auto-detected
F000477,P018,W04,frame-title,4.1.2,A,serious,1,iframe,92a724784899c7ef,auto-detected
F000478,P018,W04,heading-order,,,moderate,1,.card-body > .fw-bold,499d4e60f1ac2d69,auto-detected
F000479,P018,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons > a[href=""#""]:nth-child(1)",021ef9b4380c0b0c,auto-detected
F000480,P018,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons > a[href=""#""]:nth-child(2)",b414801ed02f29e1,auto-detected
F000481,P018,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons > a[href=""#""]:nth-child(3)",3ab32194fc626e40,auto-detected
F000482,P018,W04,link-name,2.4.4;4.1.2,A,serious,7,"a[href=""#""]:nth-child(4)",d4d936c4399701ba,auto-detected
F000483,P018,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons-footer > a[href=""#""]:nth-child(1)",fa64f78248d8335d,auto-detected
F000484,P018,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons-footer > a[href=""#""]:nth-child(2)",020ff0e2fc3acdbe,auto-detected
F000485,P018,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons-footer > a[href=""#""]:nth-child(3)",f9f70b91da94675f,auto-detected
F000486,P019,W04,color-contrast,1.4.3,AA,serious,5,.active.nav-link,44f2e5bef530bd12,auto-detected
F000487,P019,W04,color-contrast,1.4.3,AA,serious,5,.col-md-4.hot-news-small-bottom.mb-3:nth-child(1) > .card-placeholder > span,abfbe09884afa53f,auto-detected
F000488,P019,W04,color-contrast,1.4.3,AA,serious,5,.col-md-4.hot-news-small-bottom.mb-3:nth-child(2) > .card-placeholder > span,82f4252993dc44eb,auto-detected
F000489,P019,W04,color-contrast,1.4.3,AA,serious,5,.col-md-4.hot-news-small-bottom.mb-3:nth-child(3) > .card-placeholder > span,1b343db9834fffeb,auto-detected
F000490,P019,W04,color-contrast,1.4.3,AA,serious,5,.footer-copyright,ee0a1067073644de,auto-detected
F000491,P019,W04,frame-title,4.1.2,A,serious,1,iframe,a54297e87dd63ba9,auto-detected
F000492,P019,W04,heading-order,,,moderate,2,.hot-news-large > .card-news-hover.h-100.card > .card-hover-caption > h6,70b2da95c519a6ba,auto-detected
F000493,P019,W04,heading-order,,,moderate,2,.card-body > .fw-bold,3c6d4142be3699ca,auto-detected
F000494,P019,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons > a[href=""#""]:nth-child(1)",1ce5b0b8059a5377,auto-detected
F000495,P019,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons > a[href=""#""]:nth-child(2)",78dffcf30866f1bf,auto-detected
F000496,P019,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons > a[href=""#""]:nth-child(3)",95db0cf50c6eca9d,auto-detected
F000497,P019,W04,link-name,2.4.4;4.1.2,A,serious,10,"a[href=""#""]:nth-child(4)",1bd57772dc1605cc,auto-detected
F000498,P019,W04,link-name,2.4.4;4.1.2,A,serious,10,.hot-news-large > .card-news-hover.h-100.card > .stretched-link,b4d9547a754f252d,auto-detected
F000499,P019,W04,link-name,2.4.4;4.1.2,A,serious,10,.hot-news-small-top.col-md-6.mb-3:nth-child(1) > .card-news-hover.h-100.card > .stretched-link,12b65a29adc75ab4,auto-detected
F000500,P019,W04,link-name,2.4.4;4.1.2,A,serious,10,.hot-news-small-top.col-md-6.mb-3:nth-child(2) > .card-news-hover.h-100.card > .stretched-link,c542f43f6d3cc0ef,auto-detected
F000501,P019,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons-footer > a[href=""#""]:nth-child(1)",c53b5e7bf07697eb,auto-detected
F000502,P019,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons-footer > a[href=""#""]:nth-child(2)",5c880055a974c5ac,auto-detected
F000503,P019,W04,link-name,2.4.4;4.1.2,A,serious,10,".social-icons-footer > a[href=""#""]:nth-child(3)",d54a35f748f62cdf,auto-detected
F000504,P019,W04,page-has-heading-one,,,moderate,1,html,b702b37b20654dd0,auto-detected
F000505,P020,W04,color-contrast,1.4.3,AA,serious,3,#ppiddropdown,5da35cd1f18d5c09,auto-detected
F000506,P020,W04,color-contrast,1.4.3,AA,serious,3,#layanandropdown,dc7ff5feeb6b6cfc,auto-detected
F000507,P020,W04,color-contrast,1.4.3,AA,serious,3,.footer-copyright,7be17d7f53500f6e,auto-detected
F000508,P020,W04,frame-title,4.1.2,A,serious,2,"iframe[frameborder=""0""]",57c5ada036e20726,auto-detected
F000509,P020,W04,frame-title,4.1.2,A,serious,2,.map-placeholder,8e69fca8ab4fb0e2,auto-detected
F000510,P020,W04,heading-order,,,moderate,1,.col-md-6.mb-lg-0.col-lg-4:nth-child(1) > h5,96484680d8503d86,auto-detected
F000511,P020,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons > a[href=""#""]:nth-child(1)",cca27c674a5c1c07,auto-detected
F000512,P020,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons > a[href=""#""]:nth-child(2)",4b8e420c98771e44,auto-detected
F000513,P020,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons > a[href=""#""]:nth-child(3)",6addacabb17ab960,auto-detected
F000514,P020,W04,link-name,2.4.4;4.1.2,A,serious,7,"a[href=""#""]:nth-child(4)",d8ae434171304cfa,auto-detected
F000515,P020,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons-footer > a[href=""#""]:nth-child(1)",f76ec31b7e9c28b5,auto-detected
F000516,P020,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons-footer > a[href=""#""]:nth-child(2)",d419e9f1bca1dc4e,auto-detected
F000517,P020,W04,link-name,2.4.4;4.1.2,A,serious,7,".social-icons-footer > a[href=""#""]:nth-child(3)",052eb592d8e9074d,auto-detected
F000518,P020,W04,page-has-heading-one,,,moderate,1,html,62284ae9b9eb1d16,auto-detected
F000519,P021,W05,button-name,4.1.2,A,critical,7,".owl-themex > .owl-dots > .owl-dot.active[role=""button""]",1ce7dd79f35aaeaf,auto-detected
F000520,P021,W05,button-name,4.1.2,A,critical,7,".owl-themex > .owl-dots > .owl-dot[role=""button""]:nth-child(2)",d49f901ae750bf73,auto-detected
F000521,P021,W05,button-name,4.1.2,A,critical,7,".owl-dot[role=""button""]:nth-child(3)",624900289f71e08f,auto-detected
F000522,P021,W05,button-name,4.1.2,A,critical,7,".section-service-link > .owl-section-service-link.owl-carousel.owl-loaded > .owl-dots > .owl-dot.active[role=""button""]",09a559bf9ce6da27,auto-detected
F000523,P021,W05,button-name,4.1.2,A,critical,7,".section-service-link > .owl-section-service-link.owl-carousel.owl-loaded > .owl-dots > .owl-dot[role=""button""]:nth-child(2)",4a6ac174ac492c2e,auto-detected
F000524,P021,W05,button-name,4.1.2,A,critical,7,".section-heyzine > .owl-section-service-link.owl-carousel.owl-loaded > .owl-dots > .owl-dot.active[role=""button""]",d6bb4f905be5008a,auto-detected
F000525,P021,W05,button-name,4.1.2,A,critical,7,".section-heyzine > .owl-section-service-link.owl-carousel.owl-loaded > .owl-dots > .owl-dot[role=""button""]:nth-child(2)",13bf0b6418a1f54d,auto-detected
F000526,P021,W05,color-contrast,1.4.3,AA,serious,2,".btn.btn-light[href$=""video-informasi/""]",9ecc2e21e668395e,auto-detected
F000527,P021,W05,color-contrast,1.4.3,AA,serious,2,"a[href$=""ebook-weekly/""]",c48322f882e26a97,auto-detected
F000528,P021,W05,heading-order,,,moderate,2,".cloned.owl-item:nth-child(1) > .news-card.to-animate[data-animation=""animate__fadeinright""] > a > .content > h4",e254fc2d8875fe9a,auto-detected
F000529,P021,W05,heading-order,,,moderate,2,".program-card[data-animation=""animate__fadeinleft""][data-delay=""0.1s""] > div > h6[data-asw-org-font-size=""20""]",b219e17d7d8171d6,auto-detected
